,userId,productId,rating
171384,2848,2342,5
176800,2923,31708,3
27175,248,3573,2
262146,6348,73944,5
51932,435,37887,5
282082,7263,42263,5
235173,5125,95599,2
11432,89,7463,4
50154,415,37007,5
105477,1296,4338,5
265114,6440,74909,4
45968,374,34665,5
154414,2487,79951,4
71,0,71,4
107073,1334,4369,5
16864,149,14074,5
156592,2544,30921,3
48752,398,3923,5
214101,4148,2701,5
17548,165,14588,5
223896,4652,95882,5
27824,252,22220,5
157735,2570,6928,1
102964,1260,20597,4
127706,1795,63918,5
67330,692,46005,4
29193,256,23157,5
12359,97,10529,5
237916,5279,75365,2
153037,2455,43042,2
154192,2487,79858,3
237468,5249,77946,5
44138,355,33355,4
256617,6097,12109,3
143384,2238,49824,4
38005,316,29106,3
77506,846,4150,3
119419,1597,68397,5
182473,3032,17429,5
234670,5106,5208,3
182143,3024,49358,2
134481,2001,72070,5
192497,3367,2048,2
65918,653,45343,1
236139,5168,54282,4
190933,3321,645,5
187341,3166,1428,3
231382,4924,2634,3
99164,1173,61011,4
29809,258,23638,4
130030,1872,72226,5
178722,2939,85573,3
191203,3334,78130,5
139867,2133,75172,5
257908,6153,50391,3
143010,2236,76289,3
127007,1778,71046,5
182829,3032,48249,5
227390,4785,96557,3
16479,140,13778,5
223664,4638,23160,4
50329,415,4878,5
60048,565,2154,1
157609,2567,2879,5
196334,3548,24209,3
11690,90,9985,4
11845,92,10101,5
116016,1512,4338,5
58735,537,41621,5
202119,3804,40438,4
148686,2379,7975,1
21204,201,17193,3
193915,3420,89113,5
263520,6404,16289,5
169667,2826,45236,4
111044,1408,1734,2
117459,1546,67701,5
115231,1494,27302,5
62734,586,1889,5
69657,723,47419,3
179070,2941,56853,5
123210,1702,9185,5
278539,7108,99545,5
119597,1603,68448,5
209729,3959,58341,4
18937,186,15575,5
272768,6813,921,5
281452,7229,585,5
120956,1646,4368,5
197469,3597,89982,4
82271,921,15509,4
130937,1904,72537,4
110983,1407,23254,5
83213,933,2036,5
21181,200,17178,4
211694,4035,6822,4
224933,4702,965,5
77931,852,51226,3
280669,7196,56614,3
39572,330,30276,5
131819,1944,61003,5
10029,69,8702,5
211979,4038,50935,4
3416,15,3250,4
97342,1132,60254,4
185155,3097,14731,5
230238,4860,17346,5
279291,7122,62967,4
52797,441,38359,4
167993,2790,83239,4
236314,5182,21746,4
277027,7030,49378,5
247076,5702,26105,5
251481,5943,14357,5
248930,5790,23304,5
124652,1727,53392,5
21988,212,1046,5
255083,6051,3998,5
22172,217,17893,3
149072,2383,63435,1
258166,6153,48126,4
175906,2916,61790,5
141140,2181,17109,5
43815,354,33062,2
92335,1085,1652,5
106171,1313,34229,5
122194,1671,53946,4
274038,6858,80037,1
185735,3122,37835,4
185453,3115,29720,4
105866,1305,45993,5
32700,272,4544,4
135657,2027,23132,4
18263,173,15070,4
236049,5163,7538,4
42746,342,32469,5
123256,1704,69871,5
58539,534,41474,3
69842,725,4369,3
60351,568,42542,5
96929,1122,60044,5
56910,510,34018,5
126325,1755,19599,1
19779,193,16180,5
276077,6980,8287,4
74390,769,45160,5
210145,3984,2050,5
61748,578,4842,5
246593,5681,99995,5
28350,255,22573,5
143489,2240,70130,5
29007,256,1835,2
72257,750,8703,4
49287,408,2739,5
188160,3197,87833,4
221136,4487,10840,1
135156,2015,73904,3
243707,5577,53168,5
207830,3921,92155,5
5647,33,5144,5
253743,6008,75274,5
213819,4137,54131,2
2845,14,2718,4
65666,649,614,4
210096,3980,3393,4
9553,65,8334,5
80516,902,1981,5
31199,259,24821,5
21482,203,15932,1
125133,1731,18963,5
128603,1814,71723,4
30784,259,24567,4
144515,2272,32046,5
96447,1120,59732,5
135983,2030,2701,3
180181,2964,5432,3
145802,2305,3239,5
108228,1355,38687,5
272999,6822,70662,5
78331,857,36560,5
37028,305,2144,2
236712,5204,98413,5
113633,1457,12475,5
156383,2541,80748,5
15792,135,13229,4
54457,476,3926,3
46605,376,18964,5
198726,3675,2008,3
247694,5741,52196,4
268671,6569,103055,4
186496,3145,4059,5
157230,2561,80907,5
53076,447,16315,4
280414,7189,72716,5
61697,578,36934,3
29466,256,6909,3
20220,194,16457,4
216865,4307,94297,2
51735,433,3781,4
20495,195,14027,4
243224,5557,58826,4
190046,3273,88335,4
223659,4638,95819,4
152428,2448,632,5
12964,105,10980,5
43065,346,32636,3
275534,6941,103964,4
198126,3633,18072,2
257061,6108,79225,5
242429,5513,97469,5
217569,4349,94475,5
226805,4762,21275,5
148920,2380,12523,5
50965,422,37391,5
268513,6563,23284,5
18130,173,14966,5
171188,2848,26105,5
172693,2874,49429,4
13695,114,5373,4
234076,5077,12037,4
97763,1141,60451,4
190811,3316,58115,5
81613,912,52934,5
94320,1103,58667,5
172653,2872,58665,3
46883,376,35193,5
33582,272,26414,5
33142,272,18699,3
252038,5962,100929,5
37054,305,2178,2
133052,1966,73277,2
140845,2171,8909,5
186856,3154,76438,5
211403,4028,92998,5
277199,7040,11994,5
263126,6390,31703,5
2620,13,2512,4
244623,5629,57604,4
140369,2156,42263,4
77723,852,51151,5
253565,6002,88871,4
151753,2438,79063,3
151827,2440,70526,5
188579,3214,23310,5
40304,330,30829,5
127858,1800,57353,4
174783,2899,84746,4
197068,3571,6367,5
73848,764,18395,3
137578,2057,43101,5
29423,256,4586,5
142304,2221,76086,4
73807,764,49222,4
170130,2830,2056,4
184886,3090,16998,5
14773,127,12470,4
86099,987,55005,4
58805,537,41676,5
191316,3341,64618,5
99643,1187,61204,5
167759,2787,83159,5
232964,5010,38694,4
237725,5269,84188,2
105438,1295,63576,4
237140,5230,84365,5
93294,1095,4791,4
221562,4509,59017,4
24326,234,19534,3
244651,5631,58388,5
180831,2991,86113,3
134505,2002,73761,4
178066,2939,12916,5
277421,7045,37806,5
261411,6318,17380,4
57939,528,41168,3
151080,2425,53138,5
243017,5551,62999,5
4592,23,4259,4
136822,2041,14842,5
178382,2939,14788,5
178032,2939,25084,1
237813,5276,76140,4
178177,2939,48365,5
97940,1143,60549,5
270919,6699,101254,4
164241,2728,62254,5
99290,1176,52236,4
62766,586,16974,1
227262,4778,45887,5
249445,5810,100487,3
50707,418,9808,5
246877,5691,26153,3
203138,3834,34229,4
265546,6457,64367,3
146298,2321,40900,5
268723,6573,63588,2
265426,6453,74979,5
20181,193,16421,4
255645,6065,36628,5
182585,3032,1857,4
69379,720,47269,3
66157,663,10818,3
137990,2072,74600,4
37401,307,5513,4
259635,6236,102067,5
127870,1801,917,3
272164,6784,4556,5
256972,6103,63884,5
105353,1294,11993,4
46486,376,35016,4
100343,1198,27584,5
263245,6397,102494,5
68774,718,9197,4
114977,1488,4331,5
161807,2682,82008,5
18462,177,15220,5
78489,859,51508,5
250935,5902,100757,5
234349,5092,97907,5
209931,3968,9320,5
76202,815,25735,5
119899,1618,12451,4
126487,1758,64699,5
244066,5591,24665,4
76692,824,27828,5
114498,1477,50309,5
171351,2848,58980,5
55929,491,40127,3
121249,1658,69082,4
189752,3260,14139,4
97127,1131,60136,5
142118,2220,75961,3
79175,882,51813,5
127367,1789,71177,4
106624,1325,63995,4
170462,2838,41047,5
23876,232,19164,4
231159,4916,66044,5
20309,194,16537,2
907,3,900,1
226662,4757,53185,5
261108,6301,102227,5
274355,6870,103743,3
228725,4817,452,5
76615,824,18441,3
188383,3206,2667,3
218426,4376,76201,4
70450,734,47886,5
276155,6985,37952,5
280460,7189,73235,5
183153,3040,2707,5
134483,2001,26168,5
221893,4530,1048,5
273638,6846,58265,5
16443,140,13755,5
111040,1408,17279,2
126673,1765,12477,5
15331,134,12874,3
243088,5554,14436,5
272434,6797,12685,5
242185,5508,37070,4
28067,254,3703,5
177991,2939,6834,3
74577,775,49575,2
226652,4757,23231,3
132498,1956,53566,5
37838,313,29006,4
173588,2882,83906,5
88473,1021,56236,5
85602,976,54698,5
93972,1100,58479,5
259174,6201,64226,4
32046,269,967,5
117829,1553,35247,5
117559,1546,43256,5
161735,2682,11731,5
264983,6434,80863,2
233193,5027,63410,4
1548,8,1507,4
167577,2787,40109,2
62681,586,43744,5
245603,5657,2662,2
218247,4371,21281,5
281577,7238,83588,4
10082,70,8745,3
149305,2393,78264,4
63677,619,2205,4
182819,3032,12498,4
39150,330,27402,4
15048,129,12667,4
116460,1518,2739,5
33217,272,26158,4
173085,2876,74391,4
172502,2869,84281,5
167744,2787,83158,4
57638,524,5140,4
162129,2686,655,5
117152,1540,67579,5
25983,242,14842,5
40350,330,30863,4
165680,2758,10045,1
260558,6275,15535,3
84188,952,54077,5
269908,6635,45264,4
196261,3547,89720,5
128804,1822,39784,4
279866,7154,89429,5
5354,33,4906,5
46462,376,4465,5
19374,189,15873,5
218117,4367,61499,4
255508,6062,93506,4
263501,6404,48726,3
54646,479,39391,4
227117,4775,73121,5
278232,7093,15221,2
242947,5547,99418,4
185424,3112,1614,5
66774,681,23193,5
121562,1662,24951,5
110883,1407,8142,5
160053,2640,37913,5
72491,750,13506,1
149938,2405,78467,4
142112,2220,75957,4
117229,1541,27891,4
1781,9,1732,4
64084,626,7929,5
77832,852,3602,5
79471,890,8180,5
165595,2758,70953,1
108988,1375,64820,5
219946,4443,94948,4
63634,617,633,4
70010,726,47631,4
6077,40,2014,1
161664,2681,81990,5
44852,356,33941,4
229955,4849,97011,4
153347,2463,61583,2
31042,259,2701,2
233659,5051,29686,5
42527,342,32341,4
16607,141,13882,1
54237,472,39138,5
160002,2638,8961,5
81662,914,52961,5
112354,1444,66075,1
53089,448,38470,3
220956,4480,11382,5
235435,5136,27257,3
206927,3896,81674,4
142301,2220,36818,4
103448,1263,28203,1
114072,1465,39793,4
101512,1229,38115,4
182950,3035,45039,5
187220,3161,81984,4
80948,906,52588,5
80840,905,52534,5
48159,392,35945,5
224090,4666,50556,5
117048,1534,44559,4
101954,1232,13223,5
89530,1035,56728,4
142956,2235,76270,5
257987,6153,101813,4
32875,272,25934,5
30278,258,24095,3
261212,6308,16598,5
203381,3838,12835,5
208805,3944,85196,4
177971,2939,8351,5
232757,4997,12887,4
85418,974,8556,3
180161,2963,11553,5
55138,479,39654,2
71019,739,48168,5
67740,698,46189,5
148087,2363,22422,5
64851,637,44848,5
98045,1147,60594,4
12320,97,10490,4
101537,1230,61986,3
132490,1956,31475,4
106302,1316,4063,5
55531,482,37059,1
140877,2171,11593,5
172007,2863,84156,4
252291,5963,52198,5
232773,4998,97615,3
212583,4064,29673,4
253682,6007,96062,4
73008,753,4697,3
150313,2412,23280,4
64927,639,41378,4
160320,2650,81705,4
233120,5020,75587,5
89618,1037,16988,5
183532,3043,63741,5
183995,3059,73781,4
59273,547,22313,5
57186,516,40777,5
250899,5898,40402,3
281235,7224,91658,4
179803,2945,85790,4
196955,3569,6909,5
105367,1294,16316,4
33305,272,26220,4
203633,3845,79237,1
107565,1342,12609,4
118739,1574,1990,5
16365,139,632,4
21002,199,17065,2
212954,4085,93326,5
110791,1407,65490,4
33254,272,16395,4
